1
160.91,173.70,35.00,88.00
160.88,173.63,35.00,88.00
160.93,173.48,35.00,88.00
161.30,172.08,35.00,88.00
161.10,172.16,35.00,88.00
162.57,174.61,35.00,88.00
162.55,173.70,35.00,88.00
163.80,174.88,35.00,88.00
163.13,173.99,35.00,88.00
163.26,172.82,35.00,88.00
166.21,178.89,35.00,88.00
161.05,175.51,35.00,88.00
162.64,179.63,35.00,88.00
161.02,177.51,35.00,88.00
157.66,184.72,35.00,88.00
155.55,181.09,35.00,88.00
154.09,184.82,35.00,88.00
153.97,185.30,35.00,88.00
153.22,175.14,35.00,88.00
151.00,172.34,35.00,88.00
151.40,168.68,35.00,88.00
150.00,175.95,35.00,88.00
151.00,166.07,35.00,88.00
151.57,165.60,35.00,88.00
151.22,159.72,35.00,88.00
152.96,162.51,35.00,88.00
152.53,163.92,35.00,88.00
156.64,155.49,35.00,88.00
153.69,157.84,35.00,88.00
146.15,162.43,35.00,88.00
146.82,149.78,35.00,88.00
144.38,148.89,35.00,88.00
150.27,141.65,35.00,88.00
153.15,129.41,35.00,88.00
149.68,130.31,35.00,88.00
145.57,122.71,35.00,88.00
147.82,130.91,35.00,88.00
133.62,119.03,35.00,88.00
138.05,104.95,35.00,88.00
142.41,106.65,35.00,88.00
137.74,105.77,35.00,88.00
147.14,101.85,35.00,88.00
2
0
0
0
0
1
149.63,187.65,43.00,85.00
149.38,187.76,43.00,85.00
149.88,187.47,43.00,85.00
151.27,188.98,43.00,85.00
151.69,190.13,43.00,85.00
151.71,188.81,43.00,85.00
152.77,188.75,43.00,85.00
149.92,190.07,43.00,85.00
148.72,187.76,43.00,85.00
147.99,193.17,43.00,85.00
143.76,196.56,43.00,85.00
141.89,201.58,43.00,85.00
138.77,205.69,43.00,85.00
136.25,197.15,43.00,85.00
131.69,199.22,43.00,85.00
129.84,202.23,43.00,85.00
133.59,199.09,43.00,85.00
130.99,203.75,43.00,85.00
133.09,209.16,43.00,85.00
137.91,206.51,43.00,85.00
136.49,202.47,43.00,85.00
145.61,200.13,43.00,85.00
144.29,198.80,43.00,85.00
142.43,196.05,43.00,85.00
141.50,189.19,43.00,85.00
140.28,178.86,43.00,85.00
140.40,165.31,43.00,85.00
141.55,168.81,43.00,85.00
146.49,171.06,43.00,85.00
153.73,168.29,43.00,85.00
154.44,159.95,43.00,85.00
155.84,154.34,43.00,85.00
160.07,148.16,43.00,85.00
162.67,140.72,43.00,85.00
165.42,138.33,43.00,85.00
167.31,136.51,43.00,85.00
172.73,130.32,43.00,85.00
173.73,129.24,43.00,85.00
171.18,126.16,43.00,85.00
176.41,124.62,43.00,85.00
173.87,126.77,43.00,85.00
168.00,123.22,43.00,85.00
171.61,128.90,43.00,85.00
170.66,122.72,43.00,85.00
175.61,122.99,43.00,85.00
182.42,118.70,43.00,85.00
183.53,121.06,43.00,85.00
191.97,123.66,43.00,85.00
182.09,126.23,43.00,85.00
179.04,122.89,43.00,85.00
187.97,123.01,43.00,85.00
181.42,122.79,43.00,85.00
192.69,119.35,43.00,85.00
200.37,115.75,43.00,85.00
215.30,117.43,43.00,85.00
210.73,114.85,43.00,85.00
203.48,108.57,43.00,85.00
195.71,103.98,43.00,85.00
197.92,105.32,43.00,85.00
204.78,108.22,43.00,85.00
212.20,102.38,43.00,85.00
206.42,91.42,43.00,85.00
207.61,85.14,43.00,85.00
214.75,92.49,43.00,85.00
227.85,92.68,43.00,85.00
253.75,104.29,43.00,85.00
2
0
0
0
0
1
216.28,153.68,57.00,128.00
216.40,153.02,57.00,128.00
215.19,151.80,57.00,128.00
215.53,151.47,57.00,128.00
217.38,150.72,57.00,128.00
216.11,145.82,57.00,128.00
216.98,143.46,57.00,128.00
214.86,138.43,57.00,128.00
216.26,128.86,57.00,128.00
214.91,126.21,57.00,128.00
219.18,122.09,57.00,128.00
214.80,115.73,57.00,128.00
206.07,104.55,57.00,128.00
207.24,108.73,57.00,128.00
202.67,107.62,57.00,128.00
200.77,107.69,57.00,128.00
199.96,104.03,57.00,128.00
208.06,99.83,57.00,128.00
213.86,90.76,57.00,128.00
219.81,90.72,57.00,128.00
218.36,84.96,57.00,128.00
204.45,88.29,57.00,128.00
204.42,90.28,57.00,128.00
197.35,86.53,57.00,128.00
188.23,86.19,57.00,128.00
212.19,96.38,57.00,128.00
203.91,97.13,57.00,128.00
226.32,115.80,57.00,128.00
223.42,100.53,57.00,128.00
237.24,97.31,57.00,128.00
215.33,80.73,57.00,128.00
231.90,90.16,57.00,128.00
241.66,92.15,57.00,128.00
245.09,89.50,57.00,128.00
259.07,80.35,57.00,128.00
2
0
0
0
0
1
221.85,153.49,53.00,127.00
221.06,153.24,53.00,127.00
221.22,154.00,53.00,127.00
220.88,153.01,53.00,127.00
221.36,152.96,53.00,127.00
221.68,150.19,53.00,127.00
220.97,145.87,53.00,127.00
221.29,146.61,53.00,127.00
221.28,140.37,53.00,127.00
220.87,141.64,53.00,127.00
219.92,132.70,53.00,127.00
213.58,123.91,53.00,127.00
216.74,122.38,53.00,127.00
214.82,118.20,53.00,127.00
218.49,113.88,53.00,127.00
214.78,111.56,53.00,127.00
235.65,106.12,53.00,127.00
239.88,90.63,53.00,127.00
230.77,79.45,53.00,127.00
233.42,79.85,53.00,127.00
222.72,68.89,53.00,127.00
234.27,71.16,53.00,127.00
242.77,70.29,53.00,127.00
257.35,70.59,53.00,127.00
2
0
0
0
0
1
199.19,144.23,60.00,136.00
199.05,144.46,60.00,136.00
198.78,145.15,60.00,136.00
198.47,145.11,60.00,136.00
195.46,145.94,60.00,136.00
195.10,146.09,60.00,136.00
190.55,149.93,60.00,136.00
189.77,155.06,60.00,136.00
185.14,157.72,60.00,136.00
185.96,160.72,60.00,136.00
187.08,158.49,60.00,136.00
187.86,154.21,60.00,136.00
188.56,167.32,60.00,136.00
190.28,172.13,60.00,136.00
189.18,172.01,60.00,136.00
196.19,183.07,60.00,136.00
198.93,187.15,60.00,136.00
202.02,188.28,60.00,136.00
201.67,186.46,60.00,136.00
204.33,183.04,60.00,136.00
207.00,184.80,60.00,136.00
207.64,191.44,60.00,136.00
191.20,172.94,60.00,136.00
181.95,156.14,60.00,136.00
183.80,167.25,60.00,136.00
186.97,161.39,60.00,136.00
209.78,163.28,60.00,136.00
208.81,151.05,60.00,136.00
202.16,142.42,60.00,136.00
198.76,142.38,60.00,136.00
185.29,136.47,60.00,136.00
178.79,129.16,60.00,136.00
191.11,124.29,60.00,136.00
188.73,126.67,60.00,136.00
193.98,127.55,60.00,136.00
194.17,134.65,60.00,136.00
192.56,133.16,60.00,136.00
206.33,123.57,60.00,136.00
178.88,120.19,60.00,136.00
196.36,115.87,60.00,136.00
210.17,105.19,60.00,136.00
216.29,92.24,60.00,136.00
215.88,88.95,60.00,136.00
219.66,90.24,60.00,136.00
217.22,88.52,60.00,136.00
2
0
0
0
0
1
175.85,142.10,60.00,147.00
176.05,142.46,60.00,147.00
177.39,142.02,60.00,147.00
177.72,141.04,60.00,147.00
180.06,142.67,60.00,147.00
181.70,144.04,60.00,147.00
180.66,143.48,60.00,147.00
182.00,145.71,60.00,147.00
184.86,146.87,60.00,147.00
185.89,150.08,60.00,147.00
185.94,147.74,60.00,147.00
180.33,147.28,60.00,147.00
182.12,150.14,60.00,147.00
183.01,142.27,60.00,147.00
178.78,144.30,60.00,147.00
181.13,139.67,60.00,147.00
176.85,132.35,60.00,147.00
178.44,135.41,60.00,147.00
176.38,121.49,60.00,147.00
173.48,135.93,60.00,147.00
180.31,120.75,60.00,147.00
189.50,114.70,60.00,147.00
184.93,113.99,60.00,147.00
191.53,116.85,60.00,147.00
224.84,118.84,60.00,147.00
234.60,136.27,60.00,147.00
229.81,129.23,60.00,147.00
239.65,143.77,60.00,147.00
240.90,140.78,60.00,147.00
247.80,132.27,60.00,147.00
258.33,129.00,60.00,147.00
269.07,125.41,60.00,147.00
2
0
0
0
0
1
209.60,130.11,89.00,173.00
208.87,129.99,89.00,173.00
208.37,129.60,89.00,173.00
207.74,132.65,89.00,173.00
207.48,130.04,89.00,173.00
207.66,127.96,89.00,173.00
206.15,119.75,89.00,173.00
206.65,112.74,89.00,173.00
212.83,111.35,89.00,173.00
211.11,104.30,89.00,173.00
215.92,97.92,89.00,173.00
217.46,92.57,89.00,173.00
215.28,92.72,89.00,173.00
211.68,99.20,89.00,173.00
231.00,96.44,89.00,173.00
249.16,88.92,89.00,173.00
261.07,83.56,89.00,173.00
245.81,77.89,89.00,173.00
259.10,77.67,89.00,173.00
261.38,79.49,89.00,173.00
297.12,70.87,89.00,173.00
2
0
0
0
0
1
239.08,141.75,46.00,151.00
239.20,141.56,46.00,151.00
239.48,141.21,46.00,151.00
240.00,141.42,46.00,151.00
234.99,139.64,46.00,151.00
233.02,139.71,46.00,151.00
239.21,135.79,46.00,151.00
237.00,132.75,46.00,151.00
241.78,128.87,46.00,151.00
234.86,119.15,46.00,151.00
233.53,114.01,46.00,151.00
232.66,113.19,46.00,151.00
229.97,112.22,46.00,151.00
221.90,113.80,46.00,151.00
211.70,121.55,46.00,151.00
207.36,130.24,46.00,151.00
203.84,138.56,46.00,151.00
199.72,134.82,46.00,151.00
193.85,139.51,46.00,151.00
190.33,148.26,46.00,151.00
189.64,146.45,46.00,151.00
188.74,143.70,46.00,151.00
186.24,132.55,46.00,151.00
182.55,135.48,46.00,151.00
182.58,138.63,46.00,151.00
2
0
0
0
0
1
240.36,140.11,49.00,148.00
241.25,140.88,49.00,148.00
241.91,141.00,49.00,148.00
240.83,140.65,49.00,148.00
242.11,137.53,49.00,148.00
239.49,137.97,49.00,148.00
237.12,138.84,49.00,148.00
237.90,142.54,49.00,148.00
243.02,140.82,49.00,148.00
240.04,137.21,49.00,148.00
239.91,134.39,49.00,148.00
243.02,127.75,49.00,148.00
233.10,129.72,49.00,148.00
242.58,129.77,49.00,148.00
244.39,128.99,49.00,148.00
248.71,126.45,49.00,148.00
244.87,127.56,49.00,148.00
244.35,120.92,49.00,148.00
246.61,122.30,49.00,148.00
253.79,126.76,49.00,148.00
252.36,123.43,49.00,148.00
258.73,118.93,49.00,148.00
261.73,119.22,49.00,148.00
263.82,129.91,49.00,148.00
265.30,141.62,49.00,148.00
250.73,147.50,49.00,148.00
250.69,152.04,49.00,148.00
250.33,155.06,49.00,148.00
252.02,154.66,49.00,148.00
259.72,163.61,49.00,148.00
254.77,159.72,49.00,148.00
258.41,159.23,49.00,148.00
264.73,154.94,49.00,148.00
263.03,151.67,49.00,148.00
262.75,144.32,49.00,148.00
264.41,145.14,49.00,148.00
271.92,143.44,49.00,148.00
278.61,142.09,49.00,148.00
